% site name: RINK
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.5610   -29.2     3.4    49.2     2.0   -44.6     2.1
2008.5633   -40.9     3.7    50.3     2.0   -45.0     1.9
2008.5660   -38.6     3.4    50.2     2.0   -44.3     1.8
2008.5690   -36.3     3.2    49.5     2.0   -43.5     1.9
2008.5720   -35.5     3.3    48.5     2.0   -42.6     1.9
2008.5743   -32.4     3.3    49.2     2.0   -44.7     1.9
2008.5770   -38.4     3.4    50.8     2.0   -45.0     1.9
2008.5800   -36.8     3.3    49.7     2.0   -44.3     1.9
2008.5830   -35.7     3.3    50.1     2.0   -44.8     1.8
2008.5852   -35.3     3.2    48.9     2.0   -42.8     1.8
2008.5880   -35.3     3.2    47.6     1.9   -42.9     1.9
2008.5910   -36.6     3.2    48.6     2.0   -43.4     1.8
2008.5933   -36.2     3.2    48.4     2.0   -44.6     1.8
2008.5961   -35.9     3.2    49.1     1.9   -45.2     1.9
2008.5990   -34.6     3.2    49.9     2.0   -44.5     1.9
2008.6020   -31.0     3.3    48.4     2.0   -45.1     1.9
2008.6043   -33.6     3.4    48.2     2.0   -44.9     1.9
2008.6070   -31.6     3.3    49.3     2.0   -43.9     2.0
2008.6100   -31.5     3.6    49.9     2.0   -44.7     1.9
2008.6130   -30.2     3.4    49.3     2.0   -46.6     2.0
2008.6153   -32.7     3.5    48.9     2.0   -45.4     1.9
2008.6180   -26.1     3.3    49.7     2.0   -43.4     1.9
2008.6210   -29.4     3.3    49.2     1.9   -44.9     1.9
2008.6240   -30.6     3.3    49.5     1.9   -46.5     1.9
2008.6263   -29.4     3.2    48.5     1.9   -45.3     1.9
2008.6290   -29.0     3.2    47.7     2.0   -46.2     1.9
2008.6320   -32.0     3.3    50.8     2.0   -45.7     1.9
2008.6350   -33.5     3.5    49.9     2.0   -43.6     1.9
2008.6372   -28.2     3.4    48.6     2.0   -43.1     1.9
2008.6400   -24.4     3.3    48.9     2.0   -43.4     1.9
2008.6430   -27.0     3.3    48.1     2.0   -45.0     1.9
2008.6453   -27.6     3.3    49.9     1.9   -43.5     1.9
2008.6481   -30.8     3.2    49.6     2.0   -45.3     1.9
2008.6510   -33.3     3.3    48.9     2.0   -45.4     1.8
2008.6540   -25.3     3.2    48.3     1.9   -42.7     1.9
2008.6563   -18.5     3.2    48.8     1.9   -44.2     1.9
2008.6590   -33.5     3.2    50.8     2.0   -44.5     1.9
2008.6620   -33.5     3.3    49.8     1.9   -43.8     1.9
2008.6650   -29.2     3.1    48.8     1.9   -43.8     1.9
2008.6673   -30.9     3.1    48.6     1.9   -43.7     1.9
2008.6700   -27.2     3.2    49.5     2.0   -42.1     1.8
2008.6730   -26.7     3.2    47.3     1.9   -40.3     1.9
2008.6760   -26.1     3.2    46.9     2.0   -43.1     1.8
2008.6783   -31.0     3.2    46.7     2.0   -43.3     1.9
2008.6810   -24.0     3.5    46.2     2.0   -43.5     1.9
2008.6840   -26.2     3.3    46.7     2.0   -44.0     1.9
2008.6870   -26.1     3.3    46.2     2.0   -44.8     1.9
2008.6893   -23.9     3.3    45.5     2.0   -44.7     1.9
2008.6920   -28.7     3.4    47.7     1.9   -43.6     1.9
2008.6950   -29.6     3.2    46.8     1.9   -42.2     1.9
2008.6980   -29.3     3.2    45.7     1.9   -41.0     1.9
2008.7001   -32.9     3.2    47.6     1.9   -43.4     1.9
2008.7030   -31.8     3.2    45.1     1.9   -43.6     1.9
2008.7060   -25.0     3.1    48.2     1.9   -44.6     1.9
2008.7083   -10.6     3.2    47.6     2.0   -41.5     1.9
2008.7111   -30.9     3.4    48.3     2.0   -42.5     1.9
2008.7140   -27.0     3.4    46.4     2.0   -42.9     1.9
2008.7170   -27.2     3.3    47.1     2.0   -43.9     1.9
2008.7193   -24.5     3.4    47.5     2.0   -45.0     1.9
2008.7220   -23.4     3.3    47.8     2.0   -43.9     1.8
2008.7250   -28.4     3.2    46.5     2.0   -44.0     1.9
2008.7280   -34.0     3.3    46.7     2.0   -42.6     1.8
2008.7303   -30.8     3.2    47.2     2.0   -43.1     1.8
2008.7331   -29.4     3.2    47.5     2.0   -42.9     1.8
2008.7360   -33.4     3.2    48.1     2.0   -42.8     1.8
2008.7390   -35.8     3.2    48.0     2.0   -43.1     1.8
2008.7413   -28.9     3.2    46.6     1.9   -42.5     1.9
2008.7440   -29.7     3.2    46.3     2.0   -43.0     1.8
2008.7470   -29.4     3.2    46.4     1.8   -41.8     1.8
2008.7500   -29.9     3.3    46.4     2.0   -42.9     1.9
2008.7521   -25.8     3.3    47.9     2.0   -42.2     1.9
2008.7550   -30.6     3.4    48.6     2.0   -39.6     2.1
2008.7580   -34.4     3.7    47.1     2.0   -41.9     2.0
2008.7603   -27.1     3.6    47.5     2.0   -42.5     1.9
2008.7631   -25.5     3.4    47.0     2.0   -41.6     1.9
2008.7660   -25.9     3.3    48.7     2.0   -41.4     1.9
2008.7690   -21.4     3.3    47.7     2.0   -40.7     1.9
2008.7713   -29.4     3.3    47.2     2.0   -40.1     1.8
2008.7740   -27.0     3.2    46.9     1.9   -40.2     1.9
2008.7770   -26.3     3.2    45.4     1.9   -41.9     1.9
2008.7800   -23.3     3.1    45.4     2.0   -43.0     1.9
2008.7823   -26.9     3.3    48.0     2.0   -43.3     1.9
2008.7851   -31.6     3.5    47.1     2.0   -41.6     1.9
2008.7880   -24.3     3.3    46.8     2.0   -40.4     2.0
2008.7910   -36.7     3.4    46.7     2.0   -42.0     1.9
2008.7933   -26.9     3.4    45.7     2.0   -42.9     1.9
2008.7960   -27.8     3.3    46.0     2.0   -44.5     1.9
2008.7990   -29.8     3.3    45.6     2.0   -42.6     1.8
2008.8020   -23.1     3.2    46.9     2.0   -42.2     1.9
2008.8041   -10.8     3.3    45.5     2.0   -41.6     1.8
2008.8070   -26.6     3.2    44.7     2.0   -42.4     1.9
2008.8100   -33.4     3.3    47.1     2.0   -41.4     1.9
2008.8124   -32.6     3.3    47.3     2.0   -40.4     1.8
2008.8151   -28.3     3.2    46.6     2.0   -40.9     1.8
2008.8180   -26.4     3.2    47.0     2.0   -41.6     1.8
2008.8210   -26.3     3.2    45.9     2.0   -42.3     1.9
2008.8233   -27.5     3.3    47.0     2.0   -40.9     1.8
2008.8260   -30.2     3.2    47.7     2.0   -41.4     1.9
2008.8290   -25.6     3.4    46.2     2.0   -40.3     1.9
2008.8320    -4.6     3.4    45.4     2.1   -35.3     2.0
2008.8343   -23.0     3.6    45.6     2.0   -43.8     1.9
2008.8371   -38.1     3.3    44.7     2.0   -43.6     1.8
2008.8400   -30.8     3.2    44.6     2.0   -42.2     1.8
2008.8430   -39.0     3.2    44.8     2.0   -41.4     1.8
