% site name: QAAR
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.4240   -35.2     3.5    58.6     2.0   -35.0     2.0
2008.4263   -28.7     3.3    57.9     1.9   -33.9     2.0
2008.4291   -36.7     3.4    59.0     1.9   -35.4     2.0
2008.4320   -37.1     3.4    59.9     1.9   -35.5     2.0
2008.4350   -30.6     3.6    58.3     2.0   -34.5     2.0
2008.4373   -25.4     3.5    59.5     2.0   -34.4     2.0
2008.4400   -35.9     3.4    59.5     1.9   -34.5     2.0
2008.4430   -31.7     3.4    59.5     1.9   -34.6     2.0
2008.4460   -38.4     3.4    57.0     1.9   -36.0     2.0
2008.4482   -31.1     3.4    58.3     1.9   -34.7     2.0
2008.4510   -44.2     3.4    57.3     1.9   -39.3     2.0
2008.4540   -33.8     3.4    56.4     1.9   -37.5     2.0
2008.4570   -36.2     3.7    58.3     2.0   -35.8     2.1
2008.4593   -30.4     3.5    58.2     1.9   -36.6     2.1
2008.4620   -27.5     3.6    57.2     2.0   -36.5     2.0
2008.4650   -34.4     3.4    58.5     1.9   -34.7     2.0
2008.4680   -30.5     3.5    56.5     1.9   -36.6     2.1
2008.4702   -36.2     3.5    56.1     1.9   -37.8     2.1
2008.4730   -34.6     3.4    57.3     1.9   -35.7     2.0
2008.4760   -36.9     3.3    57.7     1.9   -36.5     2.0
2008.4783   -36.8     3.3    57.2     1.9   -34.9     2.0
2008.4812   -35.9     3.4    57.3     1.9   -35.6     2.0
2008.4840   -35.4     3.5    56.5     2.0   -36.1     2.0
2008.4870   -37.2     3.5    56.3     2.0   -36.2     2.0
2008.4893   -30.8     3.5    57.3     1.9   -33.3     2.1
2008.4920   -35.8     3.4    56.3     1.9   -36.4     2.0
2008.4950   -33.6     3.4    57.1     1.9   -35.3     2.0
2008.4980   -37.8     3.4    54.5     1.9   -35.4     2.0
2008.5002   -31.9     3.3    56.7     1.9   -34.5     2.0
2008.5030   -35.0     3.4    55.2     1.9   -35.1     2.0
2008.5060   -37.2     3.3    56.0     1.9   -35.7     2.0
2008.5090   -36.1     3.4    56.8     1.9   -34.4     2.0
2008.5113   -34.4     3.3    57.1     1.9   -35.2     2.0
2008.5140   -27.4     3.4    55.1     1.9   -34.2     2.0
2008.5170   -29.5     3.3    57.0     1.9   -34.6     2.0
2008.5200   -36.1     3.3    55.7     1.9   -33.9     2.0
2008.5222   -32.8     3.3    57.2     1.9   -34.1     2.0
2008.5250   -26.0     3.4    56.8     1.9   -32.4     2.0
2008.5280   -34.3     3.4    56.1     1.9   -36.0     2.0
2008.5310   -32.6     3.6    54.0     2.0   -34.2     2.0
2008.5332   -27.1     3.5    54.7     2.0   -34.3     2.0
2008.5360   -23.0     3.4    56.6     1.9   -32.8     2.0
2008.5390   -26.0     3.4    57.4     1.9   -33.1     2.0
2008.5413   -26.8     3.4    55.9     2.0   -34.2     2.0
2008.5440   -28.1     3.4    56.2     1.9   -33.5     2.0
2008.5470   -21.9     3.5    55.0     2.0   -33.0     2.0
2008.5500   -28.9     3.4    56.1     1.9   -33.7     2.0
2008.5523   -23.4     3.3    56.5     1.9   -33.6     2.0
2008.5550   -31.1     3.4    54.9     1.9   -32.0     2.0
2008.5580   -28.5     3.5    55.4     1.9   -33.4     2.1
2008.5610   -28.5     3.8    55.6     2.0   -33.5     2.2
2008.5633   -29.7     3.5    56.1     1.9   -33.6     2.1
2008.5660   -28.4     3.3    55.0     1.9   -34.2     2.0
2008.5690   -25.3     3.5    55.6     1.9   -33.4     2.1
2008.5720   -26.3     3.4    54.9     1.9   -32.6     2.0
2008.5743   -28.8     3.5    55.3     1.9   -35.7     2.1
2008.5770   -27.0     3.5    56.9     1.9   -34.3     2.1
