% site name: DKSG
% Time      Up        err   East      err    North    err
% years     mm        mm    mm        mm     mm       mm
2008.0950   -56.6     3.4    62.4     1.7   -27.2     1.9
2008.0980   -50.0     3.5    61.9     1.7   -28.1     1.9
2008.1010   -53.1     3.5    62.8     1.7   -27.1     1.9
2008.1033   -46.5     3.6    62.4     1.7   -25.7     1.9
2008.1060   -50.1     3.5    62.2     1.7   -26.9     1.9
2008.1090   -52.8     3.5    62.6     1.7   -26.8     1.9
2008.1120   -49.8     3.5    63.8     1.7   -27.3     1.9
2008.1142   -49.5     3.5    63.4     1.7   -24.4     1.9
2008.1170   -51.2     3.5    63.0     1.7   -24.7     1.9
2008.1200   -47.6     3.5    61.2     1.7   -24.9     1.9
2008.1230   -47.7     3.5    62.2     1.7   -26.9     1.9
2008.1252   -50.6     3.4    64.1     1.7   -27.1     1.9
2008.1280   -49.2     3.5    63.7     1.7   -26.3     1.9
2008.1310   -47.1     3.4    63.3     1.7   -26.4     1.9
2008.1340   -44.3     3.4    64.3     1.7   -26.1     1.9
2008.1362   -48.1     3.5    61.6     1.7   -26.6     1.9
2008.1390   -44.8     3.4    61.3     1.7   -26.5     1.9
2008.1420   -46.7     3.5    62.6     1.7   -27.2     1.9
2008.1444   -40.3     3.5    61.8     1.7   -26.3     1.9
2008.1472   -42.9     3.4    62.6     1.7   -27.0     1.9
2008.1500   -45.1     3.5    60.7     1.7   -26.9     1.9
2008.1530   -45.5     3.5    63.4     1.7   -26.5     1.9
2008.1553   -53.4     3.5    60.7     1.7   -26.9     1.9
2008.1580   -45.4     3.5    61.8     1.7   -27.2     1.9
2008.1610   -45.6     3.5    60.5     1.7   -25.3     1.9
2008.1640   -48.1     3.5    59.5     1.7   -27.2     1.9
2008.1662   -42.8     3.5    62.6     1.7   -26.1     1.9
2008.1690   -46.3     3.5    61.7     1.7   -26.0     1.9
2008.1720   -49.0     3.5    61.2     1.7   -25.3     1.9
2008.1750   -46.4     3.4    61.7     1.7   -25.3     1.9
2008.1772   -45.5     3.5    60.0     1.7   -25.6     1.9
2008.1800   -44.3     3.4    60.9     1.7   -27.4     1.9
2008.1830   -48.1     3.5    61.2     1.7   -27.3     1.9
2008.1860   -44.3     3.5    59.7     1.7   -25.6     1.9
2008.1882   -46.7     3.6    60.0     1.7   -26.6     1.9
2008.1910   -39.0     3.5    59.2     1.7   -25.8     1.9
2008.1940   -40.2     3.5    59.7     1.7   -27.6     1.9
2008.1964   -47.3     3.5    60.1     1.7   -26.7     1.9
2008.1992   -49.0     3.5    60.0     1.7   -26.3     1.9
2008.2020   -51.9     3.5    59.9     1.7   -28.2     1.9
2008.2050   -48.4     3.5    60.1     1.7   -27.9     1.9
2008.2073   -45.6     3.5    60.3     1.7   -28.1     1.9
2008.2100   -49.3     3.6    60.0     1.7   -27.9     1.9
2008.2130   -45.4     3.5    60.0     1.7   -26.2     1.9
2008.2160   -55.2     3.5    60.8     1.7   -26.1     1.9
2008.2182   -53.3     3.6    59.5     1.7   -27.2     1.9
2008.2210   -46.6     3.6    58.1     1.7   -27.6     1.9
2008.2240   -45.0     3.5    58.1     1.7   -25.7     1.9
2008.2270   -49.9     3.6    58.6     1.7   -26.6     1.9
2008.2292   -51.2     3.5    59.0     1.7   -27.2     1.9
2008.2320   -47.9     3.6    61.0     1.7   -26.7     1.9
2008.2350   -48.1     3.7    61.4     1.7   -27.4     1.9
2008.2380   -47.4     3.6    60.3     1.7   -27.2     1.9
2008.2402   -50.4     3.6    59.7     1.7   -25.7     1.9
2008.2430   -50.0     3.6    61.2     1.7   -25.9     1.9
2008.2460   -51.4     3.6    61.1     1.7   -26.0     1.9
2008.2490   -53.3     3.5    60.2     1.7   -25.9     1.9
2008.2512   -53.2     3.5    60.4     1.7   -27.4     1.9
2008.2540   -54.8     3.6    59.7     1.7   -26.8     1.9
2008.2570   -56.2     3.6    60.6     1.7   -25.5     1.9
2008.2593   -54.3     3.7    58.9     1.7   -25.9     1.9
2008.2620   -51.6     3.6    60.1     1.7   -26.0     1.9
2008.2650   -54.4     3.5    59.1     1.7   -25.7     1.9
2008.2680   -51.3     3.6    59.0     1.7   -26.4     1.9
2008.2703   -49.7     3.6    59.5     1.7   -25.2     1.9
2008.2730   -55.7     3.6    59.4     1.7   -26.6     1.9
2008.2760   -55.1     3.6    59.6     1.7   -27.0     1.9
2008.2790   -52.4     3.6    58.9     1.7   -26.3     1.9
2008.2812   -47.8     3.6    59.5     1.7   -26.4     1.9
2008.2840   -48.7     3.7    59.5     1.7   -27.2     1.9
2008.2870   -51.5     3.6    60.0     1.7   -26.1     1.9
2008.2900   -47.5     3.6    61.2     1.7   -24.0     1.9
2008.2923   -47.6     3.6    59.8     1.7   -26.5     1.9
2008.2950   -48.8     3.6    59.4     1.7   -26.4     1.9
2008.2980   -54.0     3.5    58.8     1.7   -25.3     1.9
2008.3010   -52.0     3.5    59.5     1.7   -24.4     1.9
2008.3032   -56.2     3.5    58.5     1.7   -25.2     1.9
2008.3060   -54.4     3.5    58.9     1.7   -25.4     1.9
2008.3090   -56.7     3.5    60.0     1.7   -25.1     1.9
2008.3114   -54.8     3.6    59.4     1.7   -25.3     1.9
2008.3142   -54.9     3.7    58.3     1.7   -25.1     1.9
2008.3170   -56.4     3.6    58.2     1.7   -25.6     1.9
2008.3200   -56.4     3.7    58.3     1.7   -25.7     1.9
2008.3223   -54.6     3.6    57.3     1.7   -26.6     1.9
2008.3250   -52.7     3.6    58.9     1.7   -24.4     1.9
2008.3280   -52.7     3.6    58.6     1.7   -26.3     1.9
2008.3310   -56.1     3.5    57.4     1.7   -24.5     1.9
2008.3332   -55.6     3.6    58.1     1.7   -24.9     1.9
2008.3360   -56.7     3.6    59.0     1.7   -24.2     1.9
2008.3390   -54.9     3.5    58.8     1.7   -25.2     1.9
2008.3420   -54.4     3.6    58.6     1.7   -25.4     1.9
2008.3443   -52.6     3.6    57.9     1.7   -25.1     1.9
2008.3470   -60.1     3.6    59.5     1.7   -25.4     1.9
2008.3500   -50.6     3.6    58.4     1.7   -25.6     1.9
2008.3530   -53.5     3.6    58.5     1.7   -25.2     1.9
2008.3552   -53.7     3.6    58.4     1.7   -23.6     1.9
